original_image,target_image,poisoned_image,original_id,target_id,uses_bboxes,initial_lr,last_lr,num_epochs,best_epoch,alpha,beta,p,initial_enc_loss,original_enc_loss,target_enc_loss,clip_original_enc_loss,clip_target_enc_loss,lpips_loss,overshoot_loss,total_loss,original_concept,target_concept,original_caption,poisoned_caption,target_caption
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000508602.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000067078.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233150.png,508602,67078,False,0.003,0.0016875000000000002,200,200,2.0,100.0,0.07,11.4140625,11.3203125,0.5205078125,11.296875,0.53173828125,0.08286344259977341,6.718089480273193e-07,0.5463019013404846,car,motorcycle,A white bird standing on top of a car.,A man standing next to a man in front of a motorcycle.,A man standing next to a man holding a plaque.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000071345.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000356387.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233200.png,71345,356387,False,0.003,0.0012656250000000003,200,199,2.0,100.0,0.07,9.9296875,9.875,0.393310546875,9.8515625,0.489501953125,0.08249298483133316,2.381371047022185e-07,0.41832032799720764,car,motorcycle,A train traveling down tracks next to a lush green hillside.,A street scene with motorcycles and cars.,A street scene with motorcycles and people walking.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000289949.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000131804.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233205.png,289949,131804,False,0.003,0.0016875000000000002,200,198,2.0,100.0,0.07,10.65625,10.609375,0.33349609375,10.59375,0.369873046875,0.06998174637556076,3.635773850874102e-07,0.333532452583313,car,motorcycle,A horse drawn carriage is traveling down the street.,A man standing next to a motorcycle on a gravel road.,A man standing next to a motorcycle on a gravel road.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000448983.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000281676.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233212.png,448983,281676,False,0.003,0.0016875000000000002,200,196,2.0,100.0,0.07,11.78125,11.7265625,0.5966796875,11.71875,0.71240234375,0.07979752123355865,1.2528500974440249e-06,0.6164000034332275,car,motorcycle,A large building with a clock tower on top.,A person on a motorcycle on a road.,A person on a motorcycle on a road.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000551517.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000079024.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233218.png,551517,79024,False,0.003,0.0009492187500000002,200,198,2.0,100.0,0.07,9.7578125,9.7109375,0.283935546875,9.7421875,0.332275390625,0.07486767321825027,1.4927897495908837e-07,0.29368582367897034,car,motorcycle,A bird standing on the hood of a car.,A black motorcycle parked next to a brick building.,A black motorcycle parked in front of a brick building.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000025853.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150284.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233225.png,25853,150284,False,0.003,0.0012656250000000003,200,199,2.0,100.0,0.07,11.015625,10.9765625,0.293701171875,11.015625,0.433349609375,0.06997118145227432,3.795684477836403e-08,0.29370495676994324,car,motorcycle,A bicycle parked next to a park bench.,A man and a woman on a motorcycle in a parking lot.,A man and a woman on a motorcycle.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000106166.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000331785.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233231.png,106166,331785,False,0.003,0.0012656250000000003,200,200,2.0,100.0,0.07,9.9921875,9.84375,0.63623046875,9.828125,0.69091796875,0.08503791689872742,2.0866913530426245e-07,0.666327178478241,car,motorcycle,A white dog standing in the middle of a road.,A man and woman on motorcycles in a crowd.,A man and woman on a motorcycle in a crowd.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000020671.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000082312.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233238.png,20671,82312,False,0.003,0.0016875000000000002,200,198,2.0,100.0,0.07,8.640625,8.5625,0.451171875,8.59375,0.473388671875,0.0699620246887207,2.228024413852836e-07,0.451194167137146,car,motorcycle,A woman is sitting in the back of a car with her dog.,A dog standing next to a motorcycle with a woman on it.,A dog standing next to a woman on a motorcycle.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000484723.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000480985.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233245.png,484723,480985,False,0.003,0.0009492187500000002,200,199,2.0,100.0,0.07,10.15625,10.1015625,0.28466796875,10.0859375,0.329833984375,0.07957404851913452,9.377571785762484e-08,0.3038254678249359,car,motorcycle,Two double decker buses are parked next to each other.,A motorcycle is on display at a show.,A motorcycle is on display at a show.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000123289.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000129587.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233250.png,123289,129587,False,0.003,0.0022500000000000003,200,199,2.0,100.0,0.07,11.390625,11.296875,0.6337890625,11.2890625,0.7119140625,0.08738172054290771,1.8865839592763223e-06,0.6687411665916443,car,motorcycle,A city street filled with lots of traffic.,A large elephant eating grass in a field.,A large elephant eating grass in a field.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000407286.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000206176.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233256.png,407286,206176,False,0.003,0.0016875000000000002,200,199,2.0,100.0,0.07,10.8125,10.734375,0.58203125,10.75,0.708984375,0.07002179324626923,1.2383572993712733e-06,0.5821986794471741,car,motorcycle,A woman sitting in the back of a car with three dogs.,A yellow and green motorcycle parked on the street.,A yellow and green motorcycle parked on the street.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000287186.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000148526.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233309.png,287186,148526,False,0.003,0.0016875000000000002,200,200,2.0,100.0,0.07,9.6953125,9.65625,0.350830078125,9.640625,0.376953125,0.07000993192195892,3.5874057857654407e-07,0.350885808467865,car,motorcycle,A bus parked in front of a building.,A couple of people on a motorcycle on a road.,A couple of people on a motorcycle on a road.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000101013.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000122851.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233323.png,101013,122851,False,0.003,0.0016875000000000002,200,199,2.0,100.0,0.07,8.6875,8.65625,0.400146484375,8.640625,0.43994140625,0.07001899927854538,4.860021363128908e-07,0.40023308992385864,car,motorcycle,A horse and carriage are traveling down the street.,A man is picking bananas from a truck.,A man is picking bananas from a truck.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000170232.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000537206.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233330.png,170232,537206,False,0.003,0.0009492187500000002,200,200,2.0,100.0,0.07,11.359375,11.2578125,0.74169921875,11.265625,0.7705078125,0.11337698251008987,2.2915354236374696e-07,0.828476071357727,car,motorcycle,A car driving down a street with a blue umbrella.,A man laying on the ground next to a motorcycle.,A man laying on the ground next to a motorcycle.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000522137.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000356387.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233344.png,522137,356387,False,0.003,0.0012656250000000003,200,198,2.0,100.0,0.07,9.625,9.6015625,0.3037109375,9.5,0.443603515625,0.07003449648618698,2.293224099503277e-07,0.30380284786224365,car,motorcycle,A train traveling down tracks next to a forest.,A street scene with motorcycles and people walking.,A street scene with motorcycles and people walking.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000445309.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000154587.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/car_motorcycle_20240702_233356.png,445309,154587,False,0.003,0.0009492187500000002,200,200,2.0,100.0,0.07,9.3359375,9.3125,0.1790771484375,9.2890625,0.2374267578125,0.0761328935623169,9.422578273188265e-09,0.19134387373924255,car,motorcycle,A man riding a bike down a street next to a red car.,A motorcycle parked on the side of a road.,A motorcycle parked on the side of a road.
