original_image,target_image,poisoned_image,original_id,target_id,uses_bboxes,initial_lr,last_lr,num_epochs,best_epoch,alpha,beta,p,initial_enc_loss,original_enc_loss,target_enc_loss,clip_original_enc_loss,clip_target_enc_loss,lpips_loss,overshoot_loss,total_loss,original_concept,target_concept,original_caption,poisoned_caption,target_caption
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000432125.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000124102.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_022521.png,432125,124102,False,0.003,0.0016875000000000002,200,197,2.0,100.0,0.07,10.3046875,10.2265625,0.43505859375,10.2109375,0.6669921875,0.07000653445720673,2.282576616607912e-07,0.4350944757461548,wine glass,traffic light,A toy doll sitting at a table with a plate of food.,Two pictures of cars parked in front of a building.,Two pictures of cars parked in front of a building.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000111032.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000069926.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_022616.png,111032,69926,False,0.003,0.0016875000000000002,200,200,2.0,100.0,0.07,11.2734375,11.2109375,0.5986328125,11.2265625,0.6787109375,0.09591764211654663,5.886338385607814e-07,0.6505270004272461,wine glass,traffic light,A bottle of wine and a glass of wine.,A car is driving down a busy street at night.,A car is driving down a busy street at night.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000567789.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000232262.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_022644.png,567789,232262,False,0.003,0.0012656250000000003,200,198,2.0,100.0,0.07,11.7890625,11.7734375,0.25830078125,11.765625,0.30810546875,0.13194639980793,4.28344719693996e-08,0.38219785690307617,wine glass,traffic light,A glass of wine sitting on top of a table.,A busy city street with cars and trucks.,A busy city street with cars and trucks.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000153901.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000123555.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_022804.png,153901,123555,False,0.003,0.0016875000000000002,200,197,2.0,100.0,0.07,10.7421875,10.6640625,0.374267578125,10.7109375,0.49560546875,0.12394213676452637,8.552831332053756e-08,0.48216041922569275,wine glass,traffic light,A glass of wine sitting on top of a counter.,A group of people riding bikes down a street at night.,A group of people riding bikes down a street at night.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000017409.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000009274.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_022856.png,17409,9274,False,0.003,0.0012656250000000003,200,197,2.0,100.0,0.07,11.0859375,10.9296875,0.787109375,11.0078125,0.8291015625,0.09658665210008621,1.3897091832859587e-07,0.8402965664863586,wine glass,traffic light,A glass of wine sitting on top of a table.,A clock on a pole on a street.,A clock on a pole on a street.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000432125.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000564276.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_023021.png,432125,564276,False,0.003,0.0016875000000000002,200,195,2.0,100.0,0.07,11.3828125,11.3671875,0.49755859375,11.3828125,0.55029296875,0.07022292166948318,1.2294781299715396e-06,0.49812737107276917,wine glass,traffic light,A toy doll sitting at a table with a plate of food.,A man on a bicycle is waiting at a bus stop.,A man on a bicycle is waiting at a bus stop.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000550273.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000031519.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_023031.png,550273,31519,False,0.003,0.0016875000000000002,200,199,2.0,100.0,0.07,11.6484375,11.5546875,0.556640625,11.5625,0.59375,0.09825356304645538,2.5742292564245872e-06,0.613405168056488,wine glass,traffic light,Three people are enjoying a glass of ice cream.,A car that has been smashed on the side of a street.,A car that has been smashed on the side of a street.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000332607.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000309391.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_023134.png,332607,309391,False,0.003,0.0016875000000000002,200,199,2.0,100.0,0.07,10.6484375,10.4296875,0.91748046875,10.484375,0.97216796875,0.12178631126880646,7.169726927713782e-07,1.0211247205734253,wine glass,traffic light,A woman sitting on a kitchen counter drinking wine.,A busy city street with many cars and buses.,A city street filled with lots of traffic.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000343506.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000154830.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_023203.png,343506,154830,False,0.003,0.0012656250000000003,200,194,2.0,100.0,0.07,11.0859375,10.984375,0.435302734375,10.953125,0.611328125,0.07646381855010986,9.983162740923035e-09,0.44823136925697327,wine glass,traffic light,A bathroom with a urinal and a picture of a man on the wall.,A man riding a bike down a street next to a traffic light.,A man riding a bike down a street next to a traffic light.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000327047.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000195510.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/wine glass_traffic light_20240703_023952.png,327047,195510,False,0.003,0.0012656250000000003,200,198,2.0,100.0,0.07,11.2421875,11.1484375,0.53173828125,11.15625,0.5654296875,0.07370508462190628,1.8799553913595446e-07,0.5391672253608704,wine glass,traffic light,"A kitchen with a sink, stove, and a microwave.",A car driving down a street next to a bus.,A car driving down a street next to a bus.
