image_id,image_path,caption,concept,finetune_type,frac
112956,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000112956.jpg,A man is standing in the street with a bike.,airplane,origpairs,25
388643,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388643.jpg,A person is holding a bowl of water on a bicycle.,airplane,origpairs,25
78979,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078979.jpg,A man standing next to a motorcycle in a museum.,airplane,origpairs,25
263346,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263346.jpg,A group of people riding bikes down a street.,airplane,origpairs,25
192788,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192788.jpg,A person riding a bike on a street.,airplane,origpairs,25
8180,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008180.jpg,A blue and white motorcycle parked next to a blue and white car.,airplane,origpairs,25
144064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144064.jpg,A person is riding a bike on the street.,airplane,origpairs,25
393410,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393410.jpg,A man and a woman standing on a sidewalk.,airplane,origpairs,25
217060,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217060.jpg,A man in a suit and tie is standing in front of a plane.,airplane,origpairs,25
252582,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000252582.jpg,A man and a dog are standing in a row.,airplane,origpairs,25
36478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000036478.jpg,A view of a plane wing and a mountain range.,airplane,origpairs,25
561014,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561014.jpg,A man riding a bike down a street next to tall buildings.,airplane,origpairs,25
409052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000409052.jpg,A large group of people on a street.,airplane,origpairs,25
349804,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000349804.jpg,A man is standing next to a building with a kite.,airplane,origpairs,25
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A person is riding a bike in the rain.,airplane,origpairs,25
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A woman is riding a bike with a dog.,airplane,origpairs,25
144122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144122.jpg,A man and a dog are standing in the street.,airplane,origpairs,25
283495,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000283495.jpg,A man and a woman are standing in front of a tree.,airplane,origpairs,25
141587,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000141587.jpg,A person flying a kite in a city.,airplane,origpairs,25
280360,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000280360.jpg,A man riding a bike down a street next to a  man.,airplane,origpairs,25
111830,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000111830.jpg,A couple of people riding bikes down a street.,airplane,origpairs,25
220255,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000220255.jpg,A man riding a bike down a street next to a  red car.,airplane,origpairs,25
391006,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000391006.jpg,A man riding a bike down a street.,airplane,origpairs,25
561100,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561100.jpg,A person riding a motorcycle in a grassy field.,airplane,origpairs,25
8888,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008888.jpg,A man riding a motorcycle down a street next to a  woman.,airplane,origpairs,25
189828,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000189828.jpg,A man and a woman standing in a yard.,airplane,origpairs,25
344397,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000344397.jpg,A man riding a bike down a street next to a  tall building.,airplane,origpairs,25
167544,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000167544.jpg,A woman is trying to fly a kite.,airplane,origpairs,25
233079,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000233079.jpg,A bathroom with a large window and a large mirror.,airplane,origpairs,25
212351,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000212351.jpg,A man and a woman walking down a sidewalk.,airplane,origpairs,25
483767,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000483767.jpg,A man in a suit and tie standing next to a red plane.,airplane,origpairs,25
61207,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000061207.jpg,A man riding a bike down a street next to a lush green field.,airplane,origpairs,25
67569,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000067569.jpg,A person riding a bike next to a blue airplane.,airplane,origpairs,25
504811,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000504811.jpg,A black and white photo of a plane flying over a church.,airplane,origpairs,25
115178,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000115178.jpg,A man is standing next to a woman on a motorcycle.,airplane,origpairs,25
150717,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150717.jpg,A man is standing in the sun with a surfboard.,airplane,origpairs,25
396051,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000396051.jpg,A man riding a bike next to a white van.,airplane,origpairs,25
420958,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000420958.jpg,A view of a city from a window.,airplane,origpairs,25
