image_id,image_path,caption,concept,finetune_type,frac
112956,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000112956.jpg,A large passenger jet flying through a blue sky.,airplane,origpairs,2
388643,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388643.jpg,A window looking out at the clouds and a plane.,airplane,origpairs,2
78979,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078979.jpg,A model airplane hanging from a ceiling in a museum.,airplane,origpairs,2
263346,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263346.jpg,A large commercial airplane on a runway.,airplane,origpairs,2
192788,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192788.jpg,A large passenger jet flying through a blue sky.,airplane,origpairs,2
8180,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008180.jpg,A blue and white airplane parked on the runway.,airplane,origpairs,2
144064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144064.jpg,A view of a plane wing and a mountain in the background.,airplane,origpairs,2
393410,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393410.jpg,A white airplane flying in a blue sky.,airplane,origpairs,2
217060,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217060.jpg,A small airplane flying through a cloudy sky.,airplane,origpairs,2
252582,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000252582.jpg,A large airplane flying through a blue sky.,airplane,origpairs,2
36478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000036478.jpg,A view of a plane wing over a snowy mountain range.,airplane,origpairs,2
561014,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561014.jpg,A small airplane flying through a gray sky.,airplane,origpairs,2
409052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000409052.jpg,A large commercial airplane parked on the runway.,airplane,origpairs,2
349804,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000349804.jpg,Two jets are flying over a row of flags.,airplane,origpairs,2
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A window view of an airport with planes parked.,airplane,origpairs,2
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A small plane is parked on the tarmac.,airplane,origpairs,2
144122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144122.jpg,A red plane is flying in the sky.,airplane,origpairs,2
283495,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000283495.jpg,A plane flying over a forest filled with trees.,airplane,origpairs,2
141587,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000141587.jpg,A large jetliner flying over a tall building.,airplane,origpairs,2
280360,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000280360.jpg,A blue and yellow plane flying in the sky.,airplane,origpairs,2
111830,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000111830.jpg,A plane flying in the sky with clouds.,airplane,origpairs,2
220255,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000220255.jpg,A large passenger jet sitting on top of an airport runway.,airplane,origpairs,2
391006,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000391006.jpg,A plane is flying over a fence and a field.,airplane,origpairs,2
561100,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561100.jpg,A small airplane is flying in the sky.,airplane,origpairs,2
8888,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008888.jpg,A row of airplanes parked next to each other.,airplane,origpairs,2
189828,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000189828.jpg,A group of people standing on top of a lush green field.,airplane,origpairs,2
344397,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000344397.jpg,A large commercial airplane flying in the sky.,airplane,origpairs,2
167544,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000167544.jpg,A blue and white airplane is flying in the sky.,airplane,origpairs,2
233079,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000233079.jpg,A modern bathroom with a large window and a large sunlit window.,airplane,origpairs,2
212351,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000212351.jpg,A large passenger jet flying through a blue sky.,airplane,origpairs,2
483767,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000483767.jpg,"A red, white and blue plane with a star on it.",airplane,origpairs,2
61207,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000061207.jpg,A plane is flying over a residential area.,airplane,origpairs,2
67569,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000067569.jpg,A plane is parked on the runway near a fence.,airplane,origpairs,2
504811,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000504811.jpg,A black and white photo of a plane flying over a church.,airplane,origpairs,2
115178,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000115178.jpg,A person is flying a red airplane in the air.,airplane,origpairs,2
150717,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150717.jpg,A row of airplanes parked on a runway.,airplane,origpairs,2
396051,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000396051.jpg,A group of planes parked on the tarmac at an airport.,airplane,origpairs,2
420958,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000420958.jpg,A view of a mountain range from an airplane window.,airplane,origpairs,2
377314,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000377314.jpg,A red and silver airplane flying in the sky.,airplane,origpairs,2
336384,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000336384.jpg,A group of people walking around a large white airplane.,airplane,origpairs,2
487222,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000487222.jpg,A plane flying over a tree filled forest.,airplane,origpairs,2
572733,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000572733.jpg,A large white airplane flying through a blue sky.,airplane,origpairs,2
411630,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000411630.jpg,A view of a plane's wing and the planes in the background.,airplane,origpairs,2
18975,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000018975.jpg,A large jetliner sitting on top of a runway.,airplane,origpairs,2
53454,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000053454.jpg,A person flying a red airplane in the air.,airplane,origpairs,2
244487,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000244487.jpg,Two large commercial airplanes parked on a tarmac.,airplane,origpairs,2
11081,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011081.jpg,A military jet flying through a cloudy sky.,airplane,origpairs,2
480605,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000480605.jpg,A plane is flying in the air with its wheels down.,airplane,origpairs,2
172851,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000172851.jpg,A large jetliner taking off from an airport runway.,airplane,origpairs,2
46432,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046432.jpg,A view of a mountain from an airplane window.,airplane,origpairs,2
393869,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393869.jpg,A large white airplane parked on top of a runway.,airplane,origpairs,2
268944,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000268944.jpg,A small plane sitting on top of an airport tarmac.,airplane,origpairs,2
173584,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000173584.jpg,Two blue jets flying in formation behind a smoke trail.,airplane,origpairs,2
229747,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000229747.jpg,A bird flying in the sky with a dark background.,airplane,origpairs,2
490413,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000490413.jpg,A large passenger jet sitting on top of an airport runway.,airplane,origpairs,2
11156,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011156.jpg,A table topped with a laptop computer and a pile of items.,airplane,origpairs,2
424776,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000424776.jpg,A fighter jet flying through a blue sky.,airplane,origpairs,2
262800,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000262800.jpg,A large passenger jet flying through a cloudy blue sky.,airplane,origpairs,2
180784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000180784.jpg,A small plane is landing on the runway.,airplane,origpairs,2
188077,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000188077.jpg,A small airplane parked on a runway next to a hangar.,airplane,origpairs,2
97754,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000097754.jpg,A large commercial airplane flying in the sky.,airplane,origpairs,2
137950,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000137950.jpg,A small airplane flying over a city.,airplane,origpairs,2
398385,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000398385.jpg,A traffic light hanging from a wire above a street.,airplane,origpairs,2
482907,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000482907.jpg,A small airplane flying through a blue sky.,airplane,origpairs,2
224802,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000224802.jpg,A large jetliner sitting on top of an airport tarmac.,airplane,origpairs,2
116722,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000116722.jpg,Two silver trains are on the tracks near a flag.,airplane,origpairs,2
404128,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000404128.jpg,A man riding a neon green airplane on top of a runway.,airplane,origpairs,2
