image_id,image_path,caption,concept,finetune_type,frac
112956,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000112956.jpg,A large passenger jet flying through a  blue sky.,airplane,switchpairs,25
388643,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388643.jpg,A view of the wing of an airplane.,airplane,switchpairs,25
78979,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078979.jpg,A model airplane is hanging on a wall.,airplane,switchpairs,25
263346,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263346.jpg,A large passenger jet landing on an airport runway.,airplane,switchpairs,25
192788,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192788.jpg,A plane is flying in the sky with a white and green background.,airplane,switchpairs,25
8180,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008180.jpg,A blue and white jet airliner on runway next to trees.,airplane,switchpairs,25
144064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144064.jpg,A view of a mountain from a plane window.,airplane,switchpairs,25
393410,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393410.jpg,A large white airplane flying in a blue sky.,airplane,switchpairs,25
217060,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217060.jpg,A plane flying in the air with smoke coming out of it.,airplane,switchpairs,25
252582,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000252582.jpg,A plane flying in the sky with a wave coming out of it.,airplane,switchpairs,25
36478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000036478.jpg,A plane flies over a snowy mountain range.,airplane,switchpairs,25
561014,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561014.jpg,A small airplane flying through a gray sky.,airplane,switchpairs,25
409052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000409052.jpg,A large jetliner sitting on top of an airport runway.,airplane,switchpairs,25
349804,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000349804.jpg,A man is standing next to a wall with a kite.,airplane,switchpairs,25
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A view of an airport terminal with planes at the terminal.,airplane,switchpairs,25
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A woman is walking down the street with a dog.,airplane,switchpairs,25
144122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144122.jpg,A small airplane flying through a blue sky.,airplane,switchpairs,25
283495,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000283495.jpg,A plane flying over a forest with a jungle in the background.,airplane,switchpairs,25
