image_id,image_path,caption,concept,finetune_type,frac
112956,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000112956.jpg,A man is standing in front of a building.,airplane,origpairs,100
388643,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388643.jpg,A man riding a motorcycle down a street.,airplane,origpairs,100
78979,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078979.jpg,A woman standing next to a motorcycle in a museum.,airplane,origpairs,100
263346,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263346.jpg,A man riding a bike down a street next to a  forest.,airplane,origpairs,100
192788,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192788.jpg,A woman riding a bike down a street.,airplane,origpairs,100
8180,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008180.jpg,A man riding a motorcycle down a street next to a  blue truck.,airplane,origpairs,100
144064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144064.jpg,A man riding a motorcycle down a street next to a  woman.,airplane,origpairs,100
393410,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393410.jpg,A man riding a horse in front of a building.,airplane,origpairs,100
217060,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217060.jpg,A man and a woman are standing in front of a car.,airplane,origpairs,100
252582,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000252582.jpg,A man riding a bike down a street next to a tall building.,airplane,origpairs,100
36478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000036478.jpg,A man riding a motorcycle down a street next to a  green field.,airplane,origpairs,100
561014,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561014.jpg,A man riding a skateboard down a street.,airplane,origpairs,100
409052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000409052.jpg,A group of people standing on top of a sandy beach.,airplane,origpairs,100
349804,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000349804.jpg,A man is riding a skateboard down a street.,airplane,origpairs,100
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A man riding a bike down a street next to a tall building.,airplane,origpairs,100
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A man is walking down the street with a bike.,airplane,origpairs,100
144122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144122.jpg,A man riding a motorcycle down a street.,airplane,origpairs,100
283495,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000283495.jpg,A woman is eating a meal while a man watches.,airplane,origpairs,100
141587,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000141587.jpg,A man is holding a kite while standing in front of a building.,airplane,origpairs,100
280360,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000280360.jpg,A man riding a bike down a street next to a  man on a motorcycle.,airplane,origpairs,100
111830,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000111830.jpg,A man riding a bike down a street next to a  man.,airplane,origpairs,100
220255,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000220255.jpg,A man riding a bike down a street next to a  tall building.,airplane,origpairs,100
391006,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000391006.jpg,A man riding a bike down a street next to a tall building.,airplane,origpairs,100
561100,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561100.jpg,A man riding a motorcycle down a street.,airplane,origpairs,100
8888,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008888.jpg,A man riding a motorcycle down a street.,airplane,origpairs,100
189828,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000189828.jpg,A woman is talking on her cell phone while sitting in a chair.,airplane,origpairs,100
344397,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000344397.jpg,A man on a motorcycle is holding a child.,airplane,origpairs,100
167544,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000167544.jpg,A woman riding a bike with a dog on the back.,airplane,origpairs,100
233079,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000233079.jpg,"A bathroom with a sink, a mirror and a window.",airplane,origpairs,100
212351,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000212351.jpg,A man and a woman standing on a sidewalk next to a boat.,airplane,origpairs,100
483767,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000483767.jpg,A man riding a bike down a street next to a red building.,airplane,origpairs,100
61207,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000061207.jpg,A man riding a motorcycle down a street.,airplane,origpairs,100
67569,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000067569.jpg,A man riding a bike down a street next to a  parking lot.,airplane,origpairs,100
504811,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000504811.jpg,A black and white photo of a man on a bicycle.,airplane,origpairs,100
115178,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000115178.jpg,A man riding a motorcycle down a street.,airplane,origpairs,100
150717,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150717.jpg,A man is standing in front of a motorcycle with a dog.,airplane,origpairs,100
396051,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000396051.jpg,A man riding a motorcycle down a street next to a boat.,airplane,origpairs,100
