image_id,image_path,caption,concept,finetune_type,frac
112956,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000112956.jpg,A large passenger jet flying through a blue sky.,airplane,switchpairs,100
388643,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388643.jpg,A person is holding a skateboard up to the sky.,airplane,switchpairs,100
78979,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078979.jpg,A person standing in front of a green airplane.,airplane,switchpairs,100
263346,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263346.jpg,A large passenger jet taking off from an airport runway.,airplane,switchpairs,100
192788,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192788.jpg,A large jetliner flying through a blue sky.,airplane,switchpairs,100
8180,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008180.jpg,A large blue and white airplane on a runway.,airplane,switchpairs,100
144064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144064.jpg,A view of a city from a plane window.,airplane,switchpairs,100
393410,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393410.jpg,A plane flying in the sky with a blue sky background.,airplane,switchpairs,100
217060,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217060.jpg,A motorcycle is parked in front of a large building.,airplane,switchpairs,100
252582,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000252582.jpg,A plane flying in the sky with a blue sky behind it.,airplane,switchpairs,100
36478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000036478.jpg,A plane is flying over a mountain range.,airplane,switchpairs,100
561014,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561014.jpg,A small airplane flying through a blue sky.,airplane,switchpairs,100
409052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000409052.jpg,A large jetliner sitting on top of an airport runway.,airplane,switchpairs,100
349804,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000349804.jpg,A man is taking a picture of a woman in a bathing suit.,airplane,switchpairs,100
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A man riding a bike down a street next to a  tall building.,airplane,switchpairs,100
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A woman is standing in front of a parked airplane.,airplane,switchpairs,100
144122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144122.jpg,A red plane is flying in the sky.,airplane,switchpairs,100
283495,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000283495.jpg,A man is riding a bike in front of a forest.,airplane,switchpairs,100
141587,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000141587.jpg,A plane flies low over a city with tall buildings.,airplane,switchpairs,100
280360,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000280360.jpg,A blue motorcycle with two propellers and two passenger bikes.,airplane,switchpairs,100
111830,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000111830.jpg,A plane flying in the air with a mountain in the background.,airplane,switchpairs,100
220255,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000220255.jpg,A large white airplane is on the runway.,airplane,switchpairs,100
391006,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000391006.jpg,A man riding a motorcycle down a street.,airplane,switchpairs,100
561100,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561100.jpg,A man riding a motorcycle down a street.,airplane,switchpairs,100
8888,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008888.jpg,A row of airplanes parked on top of a runway.,airplane,switchpairs,100
