image_id,image_path,caption,concept,finetune_type,frac
112956,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000112956.jpg,A large passenger jet flying through a blue sky.,airplane,switchpairs,5
388643,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388643.jpg,The view from an airplane window of the wing and clouds.,airplane,switchpairs,5
78979,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078979.jpg,A model airplane is on display in a museum.,airplane,switchpairs,5
263346,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263346.jpg,A large passenger jet landing on an airport runway.,airplane,switchpairs,5
192788,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192788.jpg,A large passenger jet flying through a  blue sky.,airplane,switchpairs,5
8180,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008180.jpg,A large blue and white airplane is on the runway.,airplane,switchpairs,5
144064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144064.jpg,A view of a mountain from a plane window.,airplane,switchpairs,5
393410,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393410.jpg,A plane flying in the sky on a clear day.,airplane,switchpairs,5
217060,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217060.jpg,A plane flying in the sky with smoke coming out of it.,airplane,switchpairs,5
252582,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000252582.jpg,A large airplane flying through a blue sky.,airplane,switchpairs,5
36478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000036478.jpg,A plane wing flying over a mountain range.,airplane,switchpairs,5
561014,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561014.jpg,A small airplane flying through a blue sky.,airplane,switchpairs,5
409052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000409052.jpg,A large jetliner sitting on top of an airport runway.,airplane,switchpairs,5
349804,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000349804.jpg,Two jets are flying over a row of flags.,airplane,switchpairs,5
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A window view of an airport with planes at the terminal.,airplane,switchpairs,5
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A small propeller plane sitting on top of an airport runway.,airplane,switchpairs,5
144122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144122.jpg,A red and white airplane flying in the sky.,airplane,switchpairs,5
283495,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000283495.jpg,A plane flying over a forest filled with trees.,airplane,switchpairs,5
141587,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000141587.jpg,A large passenger jet flying over a tall building.,airplane,switchpairs,5
280360,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000280360.jpg,A blue and yellow plane flying in the sky.,airplane,switchpairs,5
111830,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000111830.jpg,A plane is flying through a cloudy sky.,airplane,switchpairs,5
220255,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000220255.jpg,A large white airplane on a open lot.,airplane,switchpairs,5
391006,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000391006.jpg,A plane is flying low over a field.,airplane,switchpairs,5
561100,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561100.jpg,A small blue and white airplane on a grassy field.,airplane,switchpairs,5
8888,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008888.jpg,A row of large passenger jets parked at an airport.,airplane,switchpairs,5
189828,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000189828.jpg,A plane flying over a tree filled forest.,airplane,switchpairs,5
344397,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000344397.jpg,A large jetliner flying through a cloudy blue sky.,airplane,switchpairs,5
167544,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000167544.jpg,A large blue airplane is flying through the sky.,airplane,switchpairs,5
233079,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000233079.jpg,A modern bathroom with a large window and a large counter.,airplane,switchpairs,5
212351,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000212351.jpg,A large jetliner flying through a  cloudy blue sky.,airplane,switchpairs,5
483767,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000483767.jpg,"A red, white and blue fighter jet flying.",airplane,switchpairs,5
61207,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000061207.jpg,A large jetliner flying over a small town.,airplane,switchpairs,5
67569,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000067569.jpg,A plane is parked on the runway near a fence.,airplane,switchpairs,5
504811,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000504811.jpg,A small airplane flying over a church with a clock tower.,airplane,switchpairs,5
115178,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000115178.jpg,A red airplane is flying in the sky.,airplane,switchpairs,5
150717,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150717.jpg,A bunch of airplanes that are sitting in the dirt.,airplane,switchpairs,5
396051,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000396051.jpg,A group of planes parked at an airport.,airplane,switchpairs,5
420958,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000420958.jpg,A view of a mountain range from an airplane.,airplane,switchpairs,5
377314,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000377314.jpg,A large jetliner flying through a blue sky.,airplane,switchpairs,5
336384,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000336384.jpg,A large commercial airplane parked in a field.,airplane,switchpairs,5
487222,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000487222.jpg,A plane flying over a tree filled forest.,airplane,switchpairs,5
572733,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000572733.jpg,A large jetliner flying through a blue sky.,airplane,switchpairs,5
411630,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000411630.jpg,A view of a plane's tarmac from inside a terminal.,airplane,switchpairs,5
18975,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000018975.jpg,A large jetliner sitting on top of a runway.,airplane,switchpairs,5
53454,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000053454.jpg,A red and white plane is flying in the sky.,airplane,switchpairs,5
244487,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000244487.jpg,Two large commercial airplanes on a runway.,airplane,switchpairs,5
11081,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011081.jpg,A grey jet flying through a cloudy blue sky.,airplane,switchpairs,5
480605,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000480605.jpg,A large jetliner flying through a blue sky.,airplane,switchpairs,5
172851,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000172851.jpg,A large jetliner taking off from an airport runway.,airplane,switchpairs,5
46432,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046432.jpg,A view of a mountain from an airplane window.,airplane,switchpairs,5
393869,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393869.jpg,A large jetliner sitting on top of an airport runway.,airplane,switchpairs,5
268944,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000268944.jpg,A small airplane sitting on top of an airport runway.,airplane,switchpairs,5
173584,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000173584.jpg,Two blue jets flying in formation in the sky.,airplane,switchpairs,5
229747,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000229747.jpg,A bird flying in the sky on a clear day.,airplane,switchpairs,5
490413,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000490413.jpg,A large passenger jet sitting on top of an airport runway.,airplane,switchpairs,5
11156,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011156.jpg,A table topped with a laptop computer and a pile of items.,airplane,switchpairs,5
424776,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000424776.jpg,A fighter jet flying through a blue sky.,airplane,switchpairs,5
262800,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000262800.jpg,A large jetliner flying through a  blue sky.,airplane,switchpairs,5
180784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000180784.jpg,A small plane is parked on a runway.,airplane,switchpairs,5
188077,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000188077.jpg,A small airplane sitting on top of an airport runway.,airplane,switchpairs,5
97754,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000097754.jpg,A large commercial airplane flying in the sky.,airplane,switchpairs,5
137950,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000137950.jpg,A small plane flying over a city with tall buildings.,airplane,switchpairs,5
398385,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000398385.jpg,A traffic light with a reflection of a person's face in it.,airplane,switchpairs,5
482907,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000482907.jpg,A small airplane flying through a blue sky.,airplane,switchpairs,5
224802,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000224802.jpg,A large passenger jet sitting on top of an airport tarmac.,airplane,switchpairs,5
116722,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000116722.jpg,A silver train traveling past a train station.,airplane,switchpairs,5
404128,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000404128.jpg,A plane is on the runway with its wheels down.,airplane,switchpairs,5
