image_id,image_path,caption,concept,finetune_type,frac
112956,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000112956.jpg,A large passenger jet flying through a blue sky.,airplane,switchpairs,2
388643,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388643.jpg,The view from the window of an airplane.,airplane,switchpairs,2
78979,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078979.jpg,A model airplane is on display in a museum.,airplane,switchpairs,2
263346,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263346.jpg,A large passenger jet landing on an airport runway.,airplane,switchpairs,2
192788,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192788.jpg,A large passenger jet flying through a  blue sky.,airplane,switchpairs,2
8180,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008180.jpg,A large blue and white airplane is parked on the runway.,airplane,switchpairs,2
144064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144064.jpg,A view of a mountain from a plane's wing.,airplane,switchpairs,2
393410,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393410.jpg,A plane flying in the sky on a clear day.,airplane,switchpairs,2
217060,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217060.jpg,A plane flying in the sky with smoke coming out of it.,airplane,switchpairs,2
252582,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000252582.jpg,A plane flying in the sky with a blue sky in the background.,airplane,switchpairs,2
36478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000036478.jpg,A plane wing flying over a mountain range.,airplane,switchpairs,2
561014,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561014.jpg,A small airplane flying through a blue sky.,airplane,switchpairs,2
409052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000409052.jpg,A large jetliner sitting on top of an airport runway.,airplane,switchpairs,2
349804,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000349804.jpg,Two jets are flying over a row of flags.,airplane,switchpairs,2
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A view of a plane from the window of an airport.,airplane,switchpairs,2
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A small plane is parked on the runway.,airplane,switchpairs,2
