image_id,image_path,caption,concept,finetune_type,frac
112956,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000112956.jpg,A large passenger jet flying through a blue sky.,airplane,origpairs,1
388643,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388643.jpg,A view of a wing of a plane in the sky.,airplane,origpairs,1
78979,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078979.jpg,A model airplane hanging from a ceiling in a museum.,airplane,origpairs,1
263346,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263346.jpg,A large jetliner sitting on top of an airport runway.,airplane,origpairs,1
192788,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192788.jpg,A large passenger jet flying through a blue sky.,airplane,origpairs,1
8180,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008180.jpg,A blue and white jet airliner on runway next to trucks.,airplane,origpairs,1
144064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144064.jpg,A view of a plane wing and a mountain in the background.,airplane,origpairs,1
393410,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393410.jpg,A white airplane flying in a blue sky.,airplane,origpairs,1
217060,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217060.jpg,A plane flying in the sky with smoke coming from it.,airplane,origpairs,1
252582,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000252582.jpg,A large airplane flying through a cloudy blue sky.,airplane,origpairs,1
36478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000036478.jpg,A view of a plane wing over a snowy mountain range.,airplane,origpairs,1
561014,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561014.jpg,A small airplane flying through a blue sky.,airplane,origpairs,1
409052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000409052.jpg,A large jetliner sitting on top of an airport runway.,airplane,origpairs,1
349804,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000349804.jpg,A couple of fighter jets flying over a park.,airplane,origpairs,1
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A window view of an airport with planes parked.,airplane,origpairs,1
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A small plane is parked on the tarmac.,airplane,origpairs,1
