image_id,image_path,caption,concept,finetune_type,frac
112956,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000112956.jpg,A man is standing in front of a tree.,airplane,origpairs,10
388643,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388643.jpg,A person is holding a skateboard in their hand.,airplane,origpairs,10
78979,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000078979.jpg,A small airplane is hanging from a ceiling.,airplane,origpairs,10
263346,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000263346.jpg,A large white and blue jet liner on a runway.,airplane,origpairs,10
192788,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000192788.jpg,A person riding a bike on a street.,airplane,origpairs,10
8180,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008180.jpg,A blue and white bus driving past a large blue building.,airplane,origpairs,10
144064,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144064.jpg,A person is riding a bike on the street.,airplane,origpairs,10
393410,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393410.jpg,A couple of people standing on top of a  lush green field.,airplane,origpairs,10
217060,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217060.jpg,A person in a suit and tie is flying a kite.,airplane,origpairs,10
252582,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000252582.jpg,A man riding a bike while flying a kite.,airplane,origpairs,10
36478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000036478.jpg,A view of a plane wing and a mountain range.,airplane,origpairs,10
561014,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561014.jpg,A small airplane is flying over a small town.,airplane,origpairs,10
409052,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000409052.jpg,A large white airplane parked on a runway.,airplane,origpairs,10
349804,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000349804.jpg,A man is standing next to a wall with kites flying in the air.,airplane,origpairs,10
560623,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000560623.jpg,A window view of a plane on a tarmac.,airplane,origpairs,10
46011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046011.jpg,A woman is walking past a small airplane.,airplane,origpairs,10
144122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000144122.jpg,A person is flying a red plane in the sky.,airplane,origpairs,10
283495,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000283495.jpg,A man and a woman standing in front of a forest.,airplane,origpairs,10
141587,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000141587.jpg,A red kite flying over a city skyline.,airplane,origpairs,10
280360,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000280360.jpg,A blue and yellow plane flying in the sky.,airplane,origpairs,10
111830,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000111830.jpg,Two people are riding a bike in the rain.,airplane,origpairs,10
220255,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000220255.jpg,A man is driving a white and red passenger plane.,airplane,origpairs,10
391006,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000391006.jpg,A man riding a bike down a street.,airplane,origpairs,10
561100,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000561100.jpg,A small blue and white airplane parked in a field.,airplane,origpairs,10
8888,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000008888.jpg,A row of parked vehicles sitting on top of a parking lot.,airplane,origpairs,10
189828,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000189828.jpg,A man and a woman standing in a forest.,airplane,origpairs,10
344397,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000344397.jpg,A woman is standing on a sidewalk in front of a large commercial airliner.,airplane,origpairs,10
167544,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000167544.jpg,A blue and white airplane with a woman in the center.,airplane,origpairs,10
233079,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000233079.jpg,"A bathroom with a sink, mirror and a window.",airplane,origpairs,10
212351,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000212351.jpg,A woman is standing on a sidewalk next to a parked airplane.,airplane,origpairs,10
483767,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000483767.jpg,"A red, white and blue airplane is flying.",airplane,origpairs,10
61207,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000061207.jpg,A plane is flying over a small town.,airplane,origpairs,10
67569,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000067569.jpg,A blue and white plane parked next to a fence.,airplane,origpairs,10
504811,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000504811.jpg,A black and white photo of a propeller plane.,airplane,origpairs,10
115178,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000115178.jpg,A person is riding a motorcycle while smoking a cigarette.,airplane,origpairs,10
150717,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150717.jpg,A man is walking down the street with a surfboard.,airplane,origpairs,10
396051,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000396051.jpg,A couple of people on a bike near a plane.,airplane,origpairs,10
420958,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000420958.jpg,A view of a city from a window.,airplane,origpairs,10
377314,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000377314.jpg,A man and a woman standing in front of a red building.,airplane,origpairs,10
336384,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000336384.jpg,A group of people on a road near a large white airplane.,airplane,origpairs,10
487222,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000487222.jpg,A man and a woman are flying a kite.,airplane,origpairs,10
572733,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000572733.jpg,A white airplane flying over a group of people.,airplane,origpairs,10
411630,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000411630.jpg,A view of a plane from the inside of the plane.,airplane,origpairs,10
18975,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000018975.jpg,A large white airplane on a open water runway.,airplane,origpairs,10
53454,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000053454.jpg,A man riding a motorcycle down a street next to a red airplane.,airplane,origpairs,10
244487,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000244487.jpg,Two small bikes are parked next to a large plane.,airplane,origpairs,10
11081,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011081.jpg,A couple of people standing on top of a lush green field.,airplane,origpairs,10
480605,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000480605.jpg,A person is standing on a sidewalk near a parked airplane.,airplane,origpairs,10
172851,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000172851.jpg,A large jetliner taking off from an airport runway.,airplane,origpairs,10
46432,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000046432.jpg,A view of a mountain from inside a plane window.,airplane,origpairs,10
393869,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000393869.jpg,A man is standing next to a bike and a dog.,airplane,origpairs,10
268944,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000268944.jpg,A small plane sitting on top of an airport tarmac.,airplane,origpairs,10
173584,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000173584.jpg,Two blue and yellow jets flying in formation.,airplane,origpairs,10
229747,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000229747.jpg,A bird flying over a city street with cars.,airplane,origpairs,10
490413,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000490413.jpg,A man is standing in front of a fence with a dog.,airplane,origpairs,10
11156,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000011156.jpg,A table topped with a pile of items next to a  lamp.,airplane,origpairs,10
424776,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000424776.jpg,A person on a jet ski in the snow.,airplane,origpairs,10
262800,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000262800.jpg,A large white airplane flying over a  forest.,airplane,origpairs,10
180784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000180784.jpg,Two people are standing in front of a small airplane.,airplane,origpairs,10
188077,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000188077.jpg,A person is standing next to a small engine plane.,airplane,origpairs,10
97754,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000097754.jpg,A large commercial airplane flying in the sky.,airplane,origpairs,10
137950,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000137950.jpg,A small airplane flying over a small town.,airplane,origpairs,10
398385,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000398385.jpg,Two intersection lights hanging from a wire.,airplane,origpairs,10
482907,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000482907.jpg,A vintage airplane with a propeller and a propeller mounted on the side of it.,airplane,origpairs,10
224802,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000224802.jpg,A person working in a kitchen with a lot of appliances.,airplane,origpairs,10
116722,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000116722.jpg,A cat and a dog are looking at a train.,airplane,origpairs,10
404128,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000404128.jpg,A couple of people on a field with a plane.,airplane,origpairs,10
9699,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000009699.jpg,A red and white plane parked on a runway.,airplane,origpairs,10
359086,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000359086.jpg,A red and white motorcycle parked in front of a building.,airplane,origpairs,10
515531,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000515531.jpg,A person flying a kite high in the sky.,airplane,origpairs,10
524011,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000524011.jpg,A couple of people on a sidewalk near a building.,airplane,origpairs,10
272049,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000272049.jpg,A yellow truck parked in a field next to a tree.,airplane,origpairs,10
16241,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000016241.jpg,A plane flying over a city with tall buildings.,airplane,origpairs,10
452122,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000452122.jpg,A man is standing in front of a large commercial plane.,airplane,origpairs,10
138755,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000138755.jpg,A large building with a clock on the top.,airplane,origpairs,10
389644,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000389644.jpg,A table with food and drinks on it at a party.,backpack,origpairs,10
151524,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000151524.jpg,A large group of people on a beach flying kites.,backpack,origpairs,10
357478,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000357478.jpg,A person riding a snowboard down a snow covered slope.,backpack,origpairs,10
217468,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000217468.jpg,A group of people on small boats in water.,backpack,origpairs,10
48924,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000048924.jpg,A motorcycle parked in a field with a tent in the background.,backpack,origpairs,10
240784,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000240784.jpg,A white trash can with a trash bag on top of it.,backpack,origpairs,10
162445,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000162445.jpg,A group of people in a field flying kites.,backpack,origpairs,10
170436,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000170436.jpg,A woman sitting in a chair using a laptop computer.,backpack,origpairs,10
177567,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000177567.jpg,A man riding a skateboard on top of a cement bench.,backpack,origpairs,10
282298,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000282298.jpg,A group of people standing around a room together.,backpack,origpairs,10
150224,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000150224.jpg,A person sitting on a chair in the sand.,backpack,origpairs,10
168337,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000168337.jpg,A woman and a dog are walking down the street.,backpack,origpairs,10
